id,joint,life1_id,life1_sex,life1_risk,life1_smoke,life1_birthday,life2_id,life2_sex,life2_risk,life2_smoke,life2_birthday,face,issue_date
328,false,3178,F,Preferred,false,1943-03-29,,,,,,2.65e6,1996-11-28
329,false,2285,M,Standard,false,1987-09-10,,,,,,4.4e6,2016-01-10
330,true,3678,F,Preferred,true,1940-06-18,3677,M,Standard,true,1942-02-26,3.2e6,1993-08-21
331,false,322,F,Preferred,true,1942-08-12,,,,,,4.65e6,1969-11-28
332,false,1435,M,Standard,true,1982-02-19,,,,,,4.75e6,2030-01-11
333,false,1970,F,Standard,true,1998-07-27,,,,,,2.4e6,2056-11-30
334,false,180,F,Standard,false,1930-10-19,,,,,,3.95e6,1963-06-07
335,true,2370,F,Preferred,false,1934-10-09,2369,M,Standard,true,1943-02-19,1.05e6,1982-06-21
336,false,3826,F,Standard,false,1946-07-04,,,,,,4.15e6,1992-12-25
337,false,492,F,Preferred,true,1984-01-21,,,,,,4.2e6,2010-08-25
338,false,1691,M,Standard,false,1939-08-06,,,,,,4.05e6,1985-09-01
339,false,1095,M,Preferred,true,1944-11-08,,,,,,4.1e6,1979-10-27
340,true,3083,M,Preferred,true,1926-01-15,3084,F,Preferred,false,1919-11-14,1.65e6,1986-05-15
341,false,2720,F,Standard,false,1998-11-03,,,,,,2.1e6,2027-01-10
342,false,3555,M,Standard,false,1973-08-06,,,,,,1.2e6,2024-11-17
343,false,2022,F,Standard,true,1963-03-26,,,,,,4.0e6,2009-06-18
344,false,444,F,Preferred,false,1951-12-29,,,,,,4.0e6,2011-05-29
345,false,2416,F,Preferred,false,1941-07-30,,,,,,3.45e6,1980-07-08
346,false,1100,F,Standard,false,1988-01-19,,,,,,4.15e6,2044-12-15
347,true,3448,F,Standard,false,1930-11-21,3447,M,Preferred,true,1929-10-07,4.1e6,1981-06-29
348,false,164,F,Standard,false,1978-10-08,,,,,,700000.0,2016-08-23
349,false,547,M,Standard,true,1949-10-19,,,,,,650000.0,1991-07-13
350,true,3875,M,Preferred,true,1964-12-02,3876,F,Preferred,false,1964-09-10,200000.0,2021-12-29
351,false,791,M,Preferred,true,1935-06-29,,,,,,4.75e6,1990-06-16
352,true,824,F,Preferred,true,1933-09-14,823,M,Preferred,false,1933-06-02,3.8e6,1980-11-13
353,true,2966,F,Preferred,false,1927-10-01,2965,M,Preferred,true,1926-05-26,1.9e6,1979-02-08
354,false,1794,F,Standard,false,1977-06-04,,,,,,2.6e6,2011-05-06
355,false,1761,M,Preferred,false,1921-01-16,,,,,,2.35e6,1953-07-02
356,false,848,F,Standard,false,1967-06-09,,,,,,2.95e6,2028-02-14
357,false,876,F,Standard,true,1983-12-28,,,,,,400000.0,2031-07-30
358,true,1199,M,Preferred,false,1926-10-28,1200,F,Standard,false,1936-08-08,4.85e6,1982-03-18
359,false,3035,M,Standard,true,1967-12-18,,,,,,2.1e6,2028-08-20
360,false,623,M,Preferred,false,1951-08-10,,,,,,2.3e6,1976-08-31
361,false,2565,M,Standard,false,1995-03-07,,,,,,1.8e6,2055-05-09
362,false,2575,M,Preferred,false,1925-06-28,,,,,,4.65e6,1956-11-16
363,false,779,M,Standard,true,1989-01-17,,,,,,2.3e6,2047-05-03
364,false,3960,F,Preferred,true,1924-09-23,,,,,,3.85e6,1969-01-30
365,true,2402,F,Preferred,true,1996-08-18,2401,M,Preferred,false,1994-03-18,1.3e6,2037-05-01
366,true,385,M,Standard,false,1999-06-27,386,F,Standard,false,1990-08-24,1.0e6,2040-03-21
367,false,1946,F,Preferred,true,1938-10-02,,,,,,4.1e6,1976-04-15
368,false,2840,F,Standard,true,1994-04-15,,,,,,3.25e6,2026-02-08
369,false,3663,M,Preferred,false,1969-09-30,,,,,,2.7e6,2007-04-30
370,false,1183,M,Standard,true,1962-03-08,,,,,,3.2e6,2004-08-02
371,false,457,M,Preferred,true,1980-02-19,,,,,,4.3e6,2023-03-18
372,true,1049,M,Standard,true,1989-11-21,1050,F,Standard,true,1994-12-31,4.85e6,2020-03-01
373,false,1643,M,Preferred,false,1955-10-28,,,,,,500000.0,2012-12-20
374,false,3733,M,Preferred,true,1937-07-01,,,,,,1.9e6,1987-04-29
375,false,74,F,Standard,false,1923-11-03,,,,,,350000.0,1950-07-02
376,false,1626,F,Preferred,true,1981-06-26,,,,,,4.2e6,2039-01-14
377,true,622,F,Standard,true,1949-03-18,621,M,Standard,false,1952-11-05,3.65e6,2009-11-12
378,false,1250,F,Standard,false,1940-05-05,,,,,,2.15e6,1980-05-20
379,false,3296,F,Standard,false,1956-02-03,,,,,,3.9e6,1998-02-28
380,false,3721,M,Standard,false,1940-03-23,,,,,,1.9e6,1977-09-15
381,false,3972,F,Preferred,true,1932-12-06,,,,,,1.35e6,1972-10-21
382,false,1774,F,Preferred,true,1984-11-10,,,,,,4.15e6,2029-08-11
383,false,3293,M,Standard,true,1971-12-30,,,,,,1.0e6,2021-12-08
384,false,587,M,Preferred,true,1979-02-09,,,,,,2.0e6,2028-03-09
385,false,467,M,Preferred,true,1984-08-18,,,,,,3.4e6,2034-12-21
386,false,409,M,Preferred,false,1962-03-13,,,,,,4.1e6,1998-10-09
387,false,2152,F,Preferred,true,2002-08-01,,,,,,4.85e6,2039-09-08
388,false,1703,M,Preferred,false,1960-12-10,,,,,,4.5e6,1991-12-18
389,false,511,M,Standard,false,1962-01-19,,,,,,2.45e6,1996-05-16
390,false,1020,F,Preferred,true,1960-11-18,,,,,,4.9e6,1987-11-01
391,false,178,F,Preferred,false,1934-08-01,,,,,,2.3e6,1985-10-06
392,false,23,M,Preferred,true,1941-11-08,,,,,,3.55e6,1985-10-14
393,false,2631,M,Preferred,false,1982-09-10,,,,,,3.15e6,2031-05-30
394,false,3893,M,Standard,false,1983-03-06,,,,,,1.45e6,2023-02-12
395,true,310,F,Preferred,true,1954-01-09,309,M,Standard,true,1949-07-08,4.4e6,1995-08-28
396,false,1935,M,Standard,false,1931-06-27,,,,,,4.9e6,1956-07-22
397,false,3742,F,Preferred,true,1915-10-09,,,,,,4.35e6,1968-05-18
398,false,1950,F,Preferred,false,1969-01-03,,,,,,4.2e6,2003-02-16
399,false,1895,M,Standard,true,1942-05-03,,,,,,4.45e6,1989-05-14
400,true,2809,M,Standard,true,1984-11-17,2810,F,Preferred,false,1993-11-12,2.55e6,2026-07-09
401,true,376,F,Standard,false,1943-04-29,375,M,Standard,false,1944-09-21,1.45e6,1982-11-06
402,false,1704,F,Preferred,true,1966-04-22,,,,,,3.95e6,1994-11-15
403,false,953,M,Standard,true,1933-10-12,,,,,,2.75e6,1959-09-08
404,false,3914,F,Standard,false,1956-01-03,,,,,,1.7e6,2009-02-17
405,true,3654,F,Standard,true,1925-06-08,3653,M,Preferred,true,1929-04-04,150000.0,1951-03-12
406,true,629,M,Standard,false,1981-06-09,630,F,Standard,false,1983-08-22,1.55e6,2014-05-06
407,false,1187,M,Preferred,false,1924-08-19,,,,,,3.0e6,1984-06-19
408,false,3199,M,Standard,false,1980-07-07,,,,,,1.75e6,2037-10-20
409,false,205,M,Preferred,false,1993-06-01,,,,,,3.05e6,2019-11-22
410,false,3646,F,Standard,false,1983-09-17,,,,,,3.85e6,2009-07-20
411,false,1362,F,Standard,true,1990-10-09,,,,,,1.0e6,2050-10-05
412,false,991,M,Standard,false,1979-10-06,,,,,,4.75e6,2005-01-02
413,false,1984,F,Preferred,true,1972-08-31,,,,,,2.6e6,1998-07-20
414,false,130,F,Preferred,true,1958-01-02,,,,,,1.65e6,1994-06-20
415,false,563,M,Standard,false,1938-08-09,,,,,,2.35e6,1994-08-22
416,false,929,M,Standard,true,1973-12-01,,,,,,3.65e6,2024-12-31
417,false,1259,M,Preferred,true,1944-09-29,,,,,,4.35e6,1988-04-18
418,false,3822,F,Preferred,false,1961-03-17,,,,,,1.1e6,1998-10-01
419,false,1230,F,Standard,false,1922-05-27,,,,,,1.0e6,1954-06-19
420,false,973,M,Standard,false,1944-03-18,,,,,,1.3e6,1973-01-13
421,false,3281,M,Preferred,true,1923-01-18,,,,,,2.55e6,1961-10-14
422,true,2268,F,Preferred,false,1973-10-16,2267,M,Preferred,true,1974-11-07,1.75e6,2027-04-05
423,true,2045,M,Standard,true,1974-09-25,2046,F,Standard,false,1978-08-27,1.6e6,2016-10-13
424,false,261,M,Standard,false,1962-08-04,,,,,,4.05e6,2022-07-01
425,false,1356,F,Standard,false,1919-11-07,,,,,,4.65e6,1965-06-23
426,false,2862,F,Standard,false,1958-06-06,,,,,,4.0e6,1990-06-17
427,false,1930,F,Preferred,false,1918-08-03,,,,,,4.85e6,1968-02-04
428,false,485,M,Standard,true,1968-11-26,,,,,,850000.0,2005-01-31
429,false,2862,F,Standard,false,1958-06-06,,,,,,1.0e6,1985-10-31
430,false,3053,M,Standard,false,1925-10-11,,,,,,1.35e6,1969-01-07
431,false,795,M,Preferred,false,1937-10-03,,,,,,4.45e6,1991-05-04
432,false,778,F,Standard,true,1942-04-08,,,,,,1.8e6,2002-03-27
433,false,3413,M,Standard,true,1941-04-03,,,,,,700000.0,1988-06-18
434,false,2960,F,Standard,true,1948-10-09,,,,,,4.05e6,1998-11-26
435,true,253,M,Standard,false,1940-10-09,254,F,Standard,false,1931-07-02,3.45e6,1990-05-16
436,false,1133,M,Preferred,true,1923-07-30,,,,,,450000.0,1978-08-31
437,true,1779,M,Preferred,true,1966-08-17,1780,F,Standard,true,1964-12-26,1.55e6,1993-11-14
438,false,334,F,Standard,false,1928-05-19,,,,,,800000.0,1965-10-30
439,false,2658,F,Standard,true,1950-11-17,,,,,,3.0e6,1983-06-05
440,true,166,F,Standard,true,1977-08-29,165,M,Standard,true,1980-08-31,1.65e6,2014-11-23
441,false,3757,M,Standard,false,1929-08-01,,,,,,850000.0,1978-02-23
442,false,1679,M,Standard,true,1999-06-11,,,,,,2.8e6,2058-10-12
443,false,1059,M,Preferred,false,1979-01-11,,,,,,1.1e6,2038-08-05
444,false,2789,M,Standard,false,1977-07-25,,,,,,2.05e6,2023-08-31
445,false,164,F,Standard,false,1978-10-08,,,,,,2.05e6,2015-06-29
446,false,1579,M,Standard,false,1951-05-08,,,,,,4.55e6,1983-10-13
447,false,836,F,Standard,true,1947-01-21,,,,,,650000.0,1994-12-14
448,false,3924,F,Preferred,false,1980-06-12,,,,,,4.6e6,2021-08-05
449,false,372,F,Preferred,false,1929-08-24,,,,,,200000.0,1969-01-27
450,false,1836,F,Standard,false,1988-02-18,,,,,,3.7e6,2038-05-21
451,false,251,M,Preferred,true,1932-08-17,,,,,,2.4e6,1991-07-05
452,true,2942,F,Standard,true,1919-10-17,2941,M,Preferred,false,1924-09-23,3.45e6,1973-02-13
453,true,2764,F,Preferred,true,1942-09-07,2763,M,Preferred,false,1942-08-24,2.3e6,1981-07-27
454,false,981,M,Standard,false,1928-10-09,,,,,,4.65e6,1960-01-16
455,false,3879,M,Preferred,false,1974-11-04,,,,,,4.7e6,2011-05-06
456,false,2271,M,Standard,false,1964-02-16,,,,,,3.35e6,2010-08-18
457,false,2901,M,Standard,true,1973-07-19,,,,,,450000.0,2018-11-26
458,true,2172,F,Standard,false,1971-07-18,2171,M,Preferred,false,1967-11-11,4.45e6,1999-02-09
459,false,695,M,Standard,true,1983-01-29,,,,,,2.95e6,2033-05-01
460,false,3316,F,Preferred,true,1940-11-04,,,,,,1.85e6,1974-05-25
461,true,2342,F,Standard,false,1981-06-04,2341,M,Preferred,true,1977-02-19,400000.0,2013-04-22
462,false,2941,M,Preferred,false,1924-09-23,,,,,,2.4e6,1970-11-18
463,false,398,F,Preferred,false,1966-07-14,,,,,,850000.0,1992-12-18
464,false,2949,M,Standard,true,1928-03-27,,,,,,2.45e6,1983-02-25
465,false,2525,M,Standard,false,1966-06-26,,,,,,4.05e6,2005-02-20
466,false,2677,M,Standard,false,1923-09-08,,,,,,4.35e6,1981-12-08
467,true,741,M,Standard,false,1941-10-29,742,F,Standard,true,1946-09-24,3.1e6,1967-01-15
468,false,3674,F,Preferred,true,1915-02-26,,,,,,2.2e6,1971-07-14
469,false,3696,F,Standard,true,1943-02-10,,,,,,900000.0,2002-11-02
470,false,1221,M,Preferred,true,1923-10-22,,,,,,1.75e6,1980-12-26
471,false,593,M,Standard,true,1971-01-10,,,,,,4.8e6,2024-11-23
472,true,3189,M,Preferred,false,1953-03-24,3190,F,Preferred,false,1962-10-04,4.2e6,2007-08-01
473,false,2966,F,Preferred,false,1927-10-01,,,,,,3.3e6,1977-10-15
474,false,648,F,Standard,true,1965-06-06,,,,,,2.35e6,1990-07-21
475,false,3978,F,Preferred,false,1973-11-02,,,,,,300000.0,2002-02-01
476,false,1287,M,Standard,true,1945-08-20,,,,,,2.2e6,2006-05-21
477,false,2057,M,Preferred,true,1938-07-09,,,,,,2.2e6,1963-09-16
478,false,159,M,Standard,true,1935-04-21,,,,,,2.8e6,1988-08-17
479,false,1128,F,Standard,true,1925-07-16,,,,,,4.65e6,1968-04-23
480,true,3794,F,Preferred,false,1928-04-15,3793,M,Preferred,true,1933-04-15,4.15e6,1987-07-29
481,false,1735,M,Standard,true,1935-11-29,,,,,,2.35e6,1960-12-09
482,false,2065,M,Preferred,false,1986-11-27,,,,,,1.3e6,2016-09-10
483,false,1547,M,Preferred,false,1932-05-14,,,,,,3.1e6,1968-07-31
484,true,1749,M,Preferred,false,1953-01-01,1750,F,Preferred,true,1952-04-25,3.5e6,2006-01-30
485,false,2214,F,Standard,true,1932-05-31,,,,,,1.7e6,1964-12-22
486,false,1967,M,Preferred,false,1953-08-18,,,,,,3.75e6,1997-10-23
487,false,3407,M,Preferred,false,1972-03-10,,,,,,1.9e6,2008-12-28
488,false,2336,F,Standard,false,1949-01-30,,,,,,300000.0,1989-12-18
489,true,3900,F,Standard,true,1921-09-19,3899,M,Standard,true,1927-11-03,1.85e6,1972-08-03
490,false,1832,F,Preferred,true,1952-02-23,,,,,,1.3e6,1978-03-27
491,false,1019,M,Preferred,false,1969-06-28,,,,,,1.65e6,2014-06-28
492,false,1274,F,Standard,true,1957-07-09,,,,,,400000.0,2013-01-06
493,false,3176,F,Preferred,false,1937-01-31,,,,,,3.7e6,1984-01-11
494,false,168,F,Standard,false,1955-01-08,,,,,,2.4e6,2015-08-04
495,false,2299,M,Standard,true,1977-09-14,,,,,,250000.0,2031-01-09
496,false,13,M,Preferred,false,1976-08-03,,,,,,500000.0,2036-01-24
497,false,2109,M,Preferred,true,1986-12-19,,,,,,1.05e6,2036-05-06
498,false,3041,M,Standard,false,1976-03-25,,,,,,2.05e6,2013-11-01
499,false,2674,F,Preferred,true,1940-08-05,,,,,,4.7e6,1976-08-16
500,false,1617,M,Standard,false,1963-02-27,,,,,,4.65e6,1990-06-19
501,false,1642,F,Standard,false,1960-11-19,,,,,,3.65e6,2012-09-28
502,false,1905,M,Standard,false,1982-06-27,,,,,,3.2e6,2035-08-15
503,false,3876,F,Preferred,false,1964-09-10,,,,,,750000.0,2024-07-20
504,false,633,M,Preferred,true,1932-01-17,,,,,,4.45e6,1975-08-11
505,false,163,M,Preferred,false,1968-12-02,,,,,,1.35e6,2010-03-03
506,false,3730,F,Preferred,false,1929-11-17,,,,,,4.8e6,1963-02-17
507,false,1837,M,Standard,false,1938-03-20,,,,,,1.4e6,1991-03-14
508,false,1339,M,Standard,true,1920-12-15,,,,,,2.25e6,1980-09-28
509,false,2769,M,Preferred,false,1979-06-07,,,,,,4.35e6,2012-02-06
510,false,2290,F,Standard,true,1941-05-14,,,,,,4.6e6,1988-12-05
511,false,2091,M,Standard,false,1925-03-31,,,,,,2.5e6,1962-11-08
512,false,3878,F,Preferred,true,1937-06-10,,,,,,4.0e6,1987-07-25
513,false,2605,M,Preferred,true,1961-12-30,,,,,,1.75e6,2020-08-02
514,false,335,M,Preferred,false,1984-10-29,,,,,,2.55e6,2027-07-30
515,true,2484,F,Preferred,false,2002-03-20,2483,M,Standard,true,1999-10-25,3.4e6,2029-10-11
516,false,1410,F,Standard,false,1930-07-08,,,,,,2.05e6,1969-12-11
517,true,1879,M,Standard,false,1945-02-08,1880,F,Preferred,false,1942-01-17,550000.0,1986-02-04
518,false,3264,F,Standard,false,1959-05-10,,,,,,2.65e6,1997-02-09
519,false,981,M,Standard,false,1928-10-09,,,,,,3.75e6,1985-11-26
520,false,3951,M,Preferred,true,1993-08-29,,,,,,4.8e6,2046-04-12
521,false,2457,M,Standard,false,1939-08-10,,,,,,4.2e6,1985-12-21
522,false,2311,M,Preferred,false,1943-04-14,,,,,,650000.0,1987-11-22
523,false,1686,F,Standard,true,1995-01-04,,,,,,1.45e6,2033-08-06
524,false,3022,F,Preferred,false,1992-02-22,,,,,,250000.0,2023-06-23
525,false,2918,F,Standard,true,1938-09-08,,,,,,500000.0,1985-03-19
526,false,555,M,Standard,true,1937-06-20,,,,,,700000.0,1980-01-04
527,true,3575,M,Preferred,false,1942-02-25,3576,F,Preferred,true,1946-07-25,3.45e6,1991-10-17
528,true,3603,M,Standard,false,1924-11-20,3604,F,Standard,false,1930-05-14,1.1e6,1985-01-04
529,false,465,M,Standard,false,1970-06-23,,,,,,1.3e6,2010-05-30
530,false,1875,M,Standard,false,1974-07-18,,,,,,4.2e6,2009-03-11
531,false,3472,F,Preferred,true,1954-02-08,,,,,,2.6e6,1989-08-31
532,false,2668,F,Preferred,false,1940-08-31,,,,,,1.3e6,1975-11-18
533,false,2473,M,Preferred,true,1927-04-02,,,,,,4.85e6,1960-07-15
534,false,1347,M,Preferred,true,1970-04-03,,,,,,3.45e6,2024-09-20
535,false,3207,M,Preferred,false,1961-02-11,,,,,,1.85e6,2002-07-01
536,false,1001,M,Preferred,true,1980-12-01,,,,,,650000.0,2029-03-11
537,false,1388,F,Preferred,true,1938-02-11,,,,,,4.65e6,1995-02-13
538,true,2725,M,Preferred,false,1941-08-04,2726,F,Preferred,false,1937-06-30,4.5e6,1967-07-28
539,false,3323,M,Standard,false,1976-06-20,,,,,,350000.0,2026-03-25
540,false,3195,M,Preferred,false,1978-10-19,,,,,,2.2e6,2008-09-10
541,false,1832,F,Preferred,true,1952-02-23,,,,,,4.5e6,1980-09-28
542,false,1932,F,Standard,true,1973-07-02,,,,,,1.7e6,2000-04-02
543,false,1674,F,Standard,false,1982-03-21,,,,,,1.25e6,2022-08-25
544,false,1357,M,Standard,true,1926-03-15,,,,,,550000.0,1981-11-29
545,false,1041,M,Standard,false,1997-12-15,,,,,,1.15e6,2036-04-10
546,false,76,F,Standard,true,1948-12-07,,,,,,1.9e6,1998-11-13
547,false,3273,M,Preferred,false,1984-07-20,,,,,,4.55e6,2024-07-02
548,true,1539,M,Standard,true,1955-04-15,1540,F,Standard,false,1958-05-09,3.05e6,2010-05-14
549,false,339,M,Preferred,false,1951-11-04,,,,,,850000.0,1979-06-09
550,false,1798,F,Standard,true,1925-11-28,,,,,,700000.0,1976-02-10
551,false,2178,F,Standard,false,1973-03-18,,,,,,3.35e6,2019-03-07
552,false,1841,M,Standard,false,1943-07-31,,,,,,4.3e6,1975-06-29
553,false,2207,M,Preferred,true,1925-03-28,,,,,,1.0e6,1970-12-15
554,false,3927,M,Standard,true,1941-02-27,,,,,,2.7e6,1980-10-25
555,true,3727,M,Preferred,false,1932-02-02,3728,F,Preferred,true,1933-01-25,2.2e6,1988-02-06
556,false,3854,F,Preferred,false,1946-01-09,,,,,,2.2e6,1993-05-01
557,false,2393,M,Standard,false,1947-08-04,,,,,,3.9e6,1989-10-16
558,false,2968,F,Standard,true,1940-02-01,,,,,,1.55e6,1988-02-09
559,false,253,M,Standard,false,1940-10-09,,,,,,2.05e6,1974-08-19
560,false,1900,F,Standard,true,1996-03-05,,,,,,4.25e6,2031-01-26
561,false,2128,F,Preferred,true,1979-03-18,,,,,,1.0e6,2015-04-16
562,true,2917,M,Preferred,false,1946-01-30,2918,F,Standard,true,1938-09-08,2.2e6,2006-11-25
563,false,2101,M,Standard,true,1971-10-10,,,,,,2.7e6,2027-10-07
564,false,2168,F,Preferred,true,1937-12-03,,,,,,850000.0,1972-01-12
565,false,926,F,Standard,false,1945-06-06,,,,,,5.0e6,1989-02-10
566,false,2258,F,Standard,true,1951-02-19,,,,,,2.4e6,2001-12-25
567,false,509,M,Preferred,true,1954-07-02,,,,,,2.7e6,1986-11-11
568,false,2943,M,Preferred,true,1938-11-16,,,,,,2.1e6,1979-09-07
569,false,3149,M,Preferred,false,1972-05-27,,,,,,2.1e6,2024-01-14
570,true,3693,M,Preferred,true,1921-03-09,3694,F,Preferred,false,1911-04-22,700000.0,1972-07-23
571,false,1258,F,Standard,false,1970-02-25,,,,,,1.15e6,2015-09-08
572,false,2602,F,Preferred,false,1941-07-25,,,,,,1.85e6,1989-04-05
573,true,1518,F,Preferred,true,1959-11-16,1517,M,Standard,true,1967-08-24,3.85e6,1999-09-28
574,false,1805,M,Standard,true,1937-01-13,,,,,,1.85e6,1976-02-08
575,false,1048,F,Standard,false,1981-07-20,,,,,,4.05e6,2032-05-22
576,false,1180,F,Standard,true,1928-09-21,,,,,,1.9e6,1981-01-24
577,false,1691,M,Standard,false,1939-08-06,,,,,,2.2e6,1965-04-23
578,false,553,M,Standard,true,1959-03-15,,,,,,1.9e6,1998-03-03
579,false,2205,M,Preferred,false,1967-05-18,,,,,,4.85e6,2014-01-15
580,false,1680,F,Standard,false,1995-02-25,,,,,,350000.0,2045-01-17
581,false,359,M,Standard,true,1944-06-24,,,,,,3.25e6,1994-08-30
582,false,1246,F,Preferred,true,1975-07-14,,,,,,2.45e6,2025-06-02
583,false,1168,F,Preferred,true,2007-12-11,,,,,,2.2e6,2061-10-24
584,false,2833,M,Standard,false,1999-07-14,,,,,,3.9e6,2038-09-23
585,true,2560,F,Preferred,true,1942-09-05,2559,M,Standard,true,1940-10-19,300000.0,1992-08-19
586,false,2158,F,Preferred,false,1948-01-20,,,,,,3.3e6,2004-10-05
587,false,1495,M,Preferred,true,1978-07-05,,,,,,450000.0,2016-10-16
588,false,3159,M,Preferred,false,1959-12-10,,,,,,2.35e6,2013-05-13
589,false,2076,F,Preferred,false,1974-01-23,,,,,,4.45e6,2029-02-09
590,true,2520,F,Preferred,false,1932-11-09,2519,M,Preferred,false,1938-02-06,3.7e6,1990-05-27
591,false,2074,F,Standard,false,1949-09-17,,,,,,2.1e6,1993-01-04
592,false,1885,M,Preferred,false,1928-02-04,,,,,,1.7e6,1978-02-06
593,false,2255,M,Standard,false,1956-07-26,,,,,,1.7e6,1990-06-18
594,false,1669,M,Preferred,false,1929-06-18,,,,,,1.7e6,1986-07-01
595,false,325,M,Preferred,false,1990-09-08,,,,,,4.2e6,2025-05-25
596,false,155,M,Preferred,false,1971-05-23,,,,,,2.7e6,2015-02-09
597,false,2286,F,Preferred,false,1980-06-17,,,,,,4.7e6,2025-03-13
598,false,1050,F,Standard,true,1994-12-31,,,,,,2.1e6,2030-04-27
599,false,10,F,Standard,true,1980-10-05,,,,,,4.3e6,2019-05-06
600,true,3046,F,Standard,true,1985-05-06,3045,M,Preferred,false,1983-10-09,1.05e6,2040-09-11
601,false,1583,M,Standard,true,1928-01-31,,,,,,4.25e6,1978-02-25
602,true,2529,M,Preferred,false,1971-02-06,2530,F,Standard,true,1978-09-20,4.65e6,2015-10-20
603,false,699,M,Preferred,true,1933-01-03,,,,,,3.4e6,1963-03-12
604,false,981,M,Standard,false,1928-10-09,,,,,,1.85e6,1976-12-01
605,false,1467,M,Preferred,true,1962-07-30,,,,,,1.45e6,1998-02-01
606,false,3556,F,Standard,true,1976-03-01,,,,,,350000.0,2021-09-13
607,true,3730,F,Preferred,false,1929-11-17,3729,M,Standard,false,1930-02-19,1.65e6,1965-11-23
608,false,2280,F,Preferred,true,1960-12-27,,,,,,300000.0,1990-01-26
609,true,3329,M,Preferred,false,1954-03-03,3330,F,Preferred,false,1949-05-10,4.35e6,2014-10-16
610,false,847,M,Standard,false,1957-07-24,,,,,,2.85e6,2011-02-11
611,false,3578,F,Standard,true,1961-11-24,,,,,,3.45e6,1999-11-28
612,false,1806,F,Standard,true,1944-10-09,,,,,,1.9e6,1975-12-15
613,true,251,M,Preferred,true,1932-08-17,252,F,Preferred,true,1935-06-01,1.85e6,1971-02-11
614,false,1612,F,Standard,false,1994-05-18,,,,,,3.05e6,2048-02-14
615,false,1032,F,Preferred,true,1988-09-22,,,,,,750000.0,2040-05-16
616,false,2763,M,Preferred,false,1942-08-24,,,,,,4.4e6,1970-01-24
617,false,3041,M,Standard,false,1976-03-25,,,,,,2.6e6,2031-06-10
618,true,2763,M,Preferred,false,1942-08-24,2764,F,Preferred,true,1942-09-07,4.7e6,1992-04-03
619,false,2468,F,Preferred,true,1938-05-21,,,,,,3.5e6,1963-11-20
620,false,39,M,Preferred,true,1940-01-20,,,,,,3.55e6,1984-01-23
621,false,1891,M,Standard,false,1941-04-21,,,,,,1.95e6,1971-09-04
622,false,769,M,Standard,false,1924-03-22,,,,,,3.85e6,1973-10-29
623,false,1615,M,Preferred,false,1968-04-01,,,,,,4.5e6,2024-08-06
624,false,1336,F,Preferred,false,1978-07-02,,,,,,550000.0,2028-11-22
625,false,2344,F,Preferred,true,1954-10-06,,,,,,700000.0,2001-08-09
626,false,2789,M,Standard,false,1977-07-25,,,,,,4.75e6,2015-01-08
627,true,1596,F,Preferred,true,1974-02-14,1595,M,Preferred,false,1977-11-06,3.4e6,2022-10-31
628,false,1563,M,Standard,false,1963-07-11,,,,,,2.85e6,2019-12-07
629,false,668,F,Preferred,false,1998-05-21,,,,,,1.05e6,2029-07-31
630,true,247,M,Preferred,true,1943-06-29,248,F,Standard,true,1938-03-05,3.15e6,1995-10-01
631,false,3345,M,Preferred,false,1944-03-16,,,,,,3.0e6,1979-02-27
632,true,704,F,Standard,false,1974-09-01,703,M,Preferred,false,1967-10-02,2.95e6,2006-02-11
633,false,2737,M,Standard,true,1975-04-17,,,,,,3.85e6,2022-02-26
634,false,172,F,Standard,true,1964-04-07,,,,,,4.95e6,1998-08-20
635,false,3336,F,Standard,true,1962-05-14,,,,,,750000.0,2004-06-04
636,true,2428,F,Standard,true,1968-01-31,2427,M,Preferred,true,1960-01-01,450000.0,2001-03-15
637,false,3265,M,Preferred,true,1925-05-28,,,,,,3.7e6,1970-04-08
638,false,940,F,Standard,true,2003-11-19,,,,,,150000.0,2058-05-10
639,false,397,M,Preferred,false,1964-07-30,,,,,,2.55e6,2012-01-31
640,false,3679,M,Preferred,false,1960-05-21,,,,,,4.55e6,1993-09-04
641,true,1446,F,Preferred,true,1970-01-26,1445,M,Preferred,false,1961-03-05,4.9e6,2012-04-23
642,false,2711,M,Standard,false,1924-07-15,,,,,,3.15e6,1975-04-26
643,false,3240,F,Preferred,true,2005-07-05,,,,,,2.85e6,2035-03-19
644,false,828,F,Standard,false,1937-08-13,,,,,,1.95e6,1979-01-05
645,false,1320,F,Preferred,false,1927-08-16,,,,,,3.55e6,1962-09-27
646,false,3810,F,Standard,false,1993-12-07,,,,,,1.95e6,2019-03-20
647,false,719,M,Preferred,false,1940-03-16,,,,,,2.2e6,1982-01-01
648,false,746,F,Preferred,false,1965-05-14,,,,,,2.1e6,1991-10-13
649,false,1140,F,Standard,false,1945-01-02,,,,,,4.5e6,1977-05-25
650,false,1037,M,Preferred,false,1973-05-04,,,,,,1.75e6,2032-01-15
651,false,1482,F,Preferred,false,1927-07-06,,,,,,4.4e6,1978-05-06
652,false,7,M,Standard,true,1997-12-04,,,,,,1.0e6,2042-03-15
653,false,3019,M,Preferred,false,1965-06-06,,,,,,3.75e6,2019-07-24
654,false,3941,M,Standard,true,1998-09-23,,,,,,3.4e6,2033-10-24
655,false,2265,M,Preferred,false,1983-09-25,,,,,,3.75e6,2043-12-30
656,false,347,M,Standard,true,1986-09-27,,,,,,4.65e6,2014-06-30
